id,weight,value
398,260,230
399,314,372
400,255,354
401,116,620
402,402,576
403,303,608
404,169,20
405,241,629
406,198,363
407,309,336
408,199,616
409,364,582
410,192,502
411,273,331
412,337,319
413,465,495
414,319,456
415,136,493
416,186,553
417,259,890
418,258,622
419,82,697
420,120,189
421,220,461
422,144,253
423,260,355
424,233,300
425,205,357
426,311,332
427,158,507
428,110,579
429,269,550
430,219,330
431,160,675
432,343,366
433,271,401
434,281,224
435,210,598
436,216,561
437,214,744
438,109,616
439,221,640
440,113,363
441,279,516
442,314,456
443,276,562
444,302,689
445,205,331
446,200,436
447,353,359
448,190,493
449,106,416
450,351,450
451,360,408
452,79,364
453,452,847
454,327,554
455,389,239
456,219,409
457,176,466
458,252,601
459,172,819
460,226,387
461,97,581
462,307,576
463,369,568
464,228,632
465,142,702
466,182,408
467,185,399
468,174,558
469,249,564
470,254,352
471,161,358
472,282,514
473,269,416
474,127,741
475,161,679
476,242,537
477,255,382
478,467,808
479,256,551
480,285,406
481,271,457
482,244,441
483,315,319
484,204,704
485,448,590
486,268,403
487,187,416
488,293,696
489,203,415
490,342,550
491,198,261
492,128,583
493,193,561
494,305,315
495,241,485
496,219,442
497,217,394
498,246,677
499,151,420
