id,weight,value
359,313,488
360,377,607
361,159,518
362,331,171
363,270,40
364,165,686
365,305,582
366,367,674
367,371,568
368,221,357
369,312,567
370,228,421
371,227,640
372,266,496
373,345,696
374,200,713
375,205,752
376,148,570
377,97,605
378,244,827
379,198,335
380,313,534
381,286,400
382,93,381
383,213,335
384,90,394
385,283,397
386,104,469
387,233,334
388,244,509
389,291,454
390,275,529
391,253,247
392,223,600
393,116,592
394,306,448
395,260,461
396,366,694
397,257,184
398,145,635
399,252,631
400,159,634
401,291,528
402,261,693
403,255,450
404,214,271
405,324,482
406,226,640
407,126,643
408,333,186
409,385,775
410,102,341
411,270,581
412,241,642
413,300,640
414,295,428
415,358,487
416,263,601
417,152,406
418,152,627
419,407,510
420,406,482
421,286,351
422,339,416
423,126,593
424,289,678
425,360,447
426,195,377
427,246,394
428,234,619
429,176,386
430,249,336
431,223,288
432,255,380
433,170,437
434,354,403
435,401,806
436,266,457
437,269,517
438,293,359
439,260,473
440,246,345
441,263,369
442,187,694
443,326,648
444,218,565
445,230,539
446,357,467
447,291,735
448,112,461
449,307,744
450,242,180
451,122,263
452,232,781
453,288,503
454,237,463
455,147,672
456,306,439
457,185,513
458,177,759
459,241,589
460,205,499
461,217,484
462,345,712
463,303,265
464,104,481
465,297,511
466,281,270
467,215,549
468,154,565
469,285,354
470,266,634
471,338,396
472,119,686
473,251,577
474,234,493
475,369,462
476,176,645
477,335,522
478,191,828
479,167,577
480,281,436
481,200,587
482,218,600
483,384,453
484,147,408
485,253,675
486,292,760
487,404,576
488,305,310
489,279,532
490,237,548
491,177,218
492,164,359
493,240,451
494,185,725
495,200,247
496,217,575
497,329,722
498,215,461
499,388,395
