id,weight,value
297,299,202
298,354,763
299,433,719
300,30,932
301,333,595
302,31,911
303,456,148
304,280,58
305,313,762
306,340,961
307,391,553
308,207,980
309,117,306
310,18,84
311,210,978
312,227,895
313,467,895
314,430,540
315,56,736
316,493,533
317,35,850
318,245,22
319,324,257
320,379,522
321,238,126
322,394,93
323,393,233
324,206,608
325,94,309
326,130,367
327,151,275
328,63,409
329,381,641
330,222,700
331,384,529
332,279,451
333,354,704
334,399,26
335,472,685
336,87,362
337,225,804
338,425,606
339,186,226
340,489,275
341,434,762
342,193,753
343,352,663
344,50,23
345,91,371
346,158,733
347,295,160
348,102,280
349,179,287
350,48,46
351,265,637
352,66,539
353,23,216
354,252,558
355,112,420
356,463,174
357,70,628
358,126,106
359,435,475
360,19,190
361,162,30
362,237,938
363,407,220
364,380,595
365,485,378
366,151,506
367,300,402
368,474,648
369,480,578
370,315,798
371,474,355
372,31,867
373,315,976
374,480,794
375,126,68
376,284,361
377,134,935
378,495,538
379,421,172
380,192,835
381,221,253
382,211,156
383,23,810
384,409,580
385,415,583
386,360,266
387,10,494
388,360,217
389,235,316
390,308,455
391,72,37
392,351,583
393,193,94
394,388,593
395,459,983
396,120,771
397,472,420
398,3,288
399,16,261
400,384,636
401,245,196
402,141,92
403,37,497
404,449,784
405,415,858
406,347,953
407,219,191
408,38,172
409,437,274
410,75,338
411,9,448
412,109,232
413,243,487
414,271,645
415,373,312
416,389,886
417,369,223
418,356,535
419,484,515
420,19,635
421,466,237
422,361,897
423,123,105
424,119,601
425,315,794
426,118,531
427,425,596
428,198,747
429,457,639
430,327,217
431,48,31
432,474,586
433,213,404
434,421,848
435,81,27
436,349,319
437,413,639
438,290,443
439,221,345
440,172,460
441,419,148
442,110,456
443,101,332
444,111,611
445,231,123
446,349,206
447,230,802
448,88,676
449,434,430
450,115,68
451,482,919
452,309,141
453,368,90
454,339,840
455,446,370
456,335,268
457,424,834
458,97,502
459,117,368
460,359,69
461,305,668
462,464,323
463,277,135
464,435,138
465,186,837
466,124,516
467,41,397
468,361,782
469,192,671
470,276,329
471,425,600
472,495,352
473,496,949
474,410,992
475,206,525
476,211,120
477,85,709
478,407,996
479,78,664
480,205,561
481,333,126
482,308,749
483,149,356
484,64,665
485,99,381
486,49,671
487,285,812
488,126,453
489,411,692
490,484,226
491,384,42
492,72,528
493,194,661
494,309,576
495,336,151
496,417,135
497,164,660
498,359,439
499,395,5
